Start Date,End Date,Employee,Client Name
2023-09-17 21:52:00,2023-09-17 22:54:00,Adam,Visionary Ventures
2023-09-17 22:54:00,2023-09-18 00:44:00,Wojtek,Acme Inc.
2023-09-18 00:44:00,2023-09-18 01:06:00,Kinga,Acme Inc.
2023-09-18 01:06:00,2023-09-18 01:40:00,Wojtek,Stellar Solutions
2023-09-18 01:40:00,2023-09-18 02:06:00,Krzysiek,XYZ Corporation
2023-09-18 02:06:00,2023-09-18 03:08:00,Adam,Acme Inc.
2023-09-18 03:08:00,2023-09-18 04:19:00,Kinga,XYZ Corporation
2023-09-18 04:19:00,2023-09-18 04:48:00,Adam,Visionary Ventures
2023-09-18 04:48:00,2023-09-18 06:08:00,Kinga,XYZ Corporation
2023-09-18 06:08:00,2023-09-18 07:22:00,Adam,Acme Inc.
2023-09-18 07:22:00,2023-09-18 08:43:00,Adam,XYZ Corporation
2023-09-18 08:43:00,2023-09-18 09:52:00,Kinga,Stellar Solutions
2023-09-18 09:52:00,2023-09-18 10:38:00,Wojtek,ABC Company
2023-09-18 10:38:00,2023-09-18 12:36:00,Kinga,XYZ Corporation
2023-09-18 12:36:00,2023-09-18 14:28:00,Kinga,Visionary Ventures
2023-09-18 14:28:00,2023-09-18 15:22:00,Adam,Acme Inc.
2023-09-18 15:22:00,2023-09-18 16:08:00,Kinga,Stellar Solutions
2023-09-18 16:08:00,2023-09-18 16:59:00,Adam,XYZ Corporation
2023-09-18 16:59:00,2023-09-18 18:06:00,Krzysiek,Acme Inc.
2023-09-18 18:06:00,2023-09-18 18:27:00,Wojtek,Visionary Ventures
2023-09-18 18:27:00,2023-09-18 20:01:00,Adam,XYZ Corporation
2023-09-18 20:01:00,2023-09-18 21:41:00,Adam,Visionary Ventures
2023-09-18 21:41:00,2023-09-18 23:20:00,Wojtek,XYZ Corporation
2023-09-18 23:20:00,2023-09-18 23:57:00,Krzysiek,ABC Company
2023-09-18 23:57:00,2023-09-19 01:35:00,Adam,Acme Inc.
2023-09-19 01:35:00,2023-09-19 01:55:00,Krzysiek,XYZ Corporation
2023-09-19 01:55:00,2023-09-19 03:49:00,Adam,ABC Company
2023-09-19 03:49:00,2023-09-19 04:45:00,Kinga,Visionary Ventures
2023-09-19 04:45:00,2023-09-19 06:06:00,Wojtek,XYZ Corporation
2023-09-19 06:06:00,2023-09-19 06:21:00,Adam,Acme Inc.
2023-09-19 06:21:00,2023-09-19 06:55:00,Adam,XYZ Corporation
2023-09-19 06:55:00,2023-09-19 07:15:00,Adam,Stellar Solutions
2023-09-19 07:15:00,2023-09-19 08:46:00,Krzysiek,Visionary Ventures
2023-09-19 08:46:00,2023-09-19 10:23:00,Adam,Stellar Solutions
2023-09-19 10:23:00,2023-09-19 12:10:00,Krzysiek,XYZ Corporation
2023-09-19 12:10:00,2023-09-19 13:56:00,Wojtek,XYZ Corporation
2023-09-19 13:56:00,2023-09-19 14:44:00,Kinga,Visionary Ventures
2023-09-19 14:44:00,2023-09-19 16:05:00,Kinga,ABC Company
2023-09-19 16:05:00,2023-09-19 17:56:00,Krzysiek,Visionary Ventures
2023-09-19 17:56:00,2023-09-19 19:04:00,Kinga,ABC Company
2023-09-19 19:04:00,2023-09-19 19:56:00,Wojtek,Acme Inc.
2023-09-19 19:56:00,2023-09-19 21:17:00,Adam,Visionary Ventures
2023-09-19 21:17:00,2023-09-19 21:35:00,Krzysiek,Stellar Solutions
2023-09-19 21:35:00,2023-09-19 23:10:00,Adam,XYZ Corporation
2023-09-19 23:10:00,2023-09-20 00:52:00,Wojtek,Acme Inc.
2023-09-20 00:52:00,2023-09-20 01:21:00,Krzysiek,Stellar Solutions
2023-09-20 01:21:00,2023-09-20 02:09:00,Wojtek,ABC Company
2023-09-20 02:09:00,2023-09-20 02:58:00,Krzysiek,XYZ Corporation
2023-09-20 02:58:00,2023-09-20 03:23:00,Wojtek,XYZ Corporation
2023-09-20 03:23:00,2023-09-20 03:43:00,Kinga,Acme Inc.
2023-09-20 03:43:00,2023-09-20 05:06:00,Kinga,ABC Company
2023-09-20 05:06:00,2023-09-20 06:16:00,Kinga,Acme Inc.
2023-09-20 06:16:00,2023-09-20 08:00:00,Kinga,Visionary Ventures
2023-09-20 08:00:00,2023-09-20 09:45:00,Wojtek,ABC Company
2023-09-20 09:45:00,2023-09-20 10:30:00,Wojtek,XYZ Corporation
2023-09-20 10:30:00,2023-09-20 11:49:00,Kinga,ABC Company
2023-09-20 11:49:00,2023-09-20 12:29:00,Kinga,Visionary Ventures
2023-09-20 12:29:00,2023-09-20 13:29:00,Wojtek,Visionary Ventures
2023-09-20 13:29:00,2023-09-20 14:01:00,Wojtek,Stellar Solutions
2023-09-20 14:01:00,2023-09-20 14:18:00,Wojtek,Visionary Ventures
2023-09-20 14:18:00,2023-09-20 16:07:00,Wojtek,Acme Inc.
2023-09-20 16:07:00,2023-09-20 17:16:00,Kinga,ABC Company
2023-09-20 17:16:00,2023-09-20 18:21:00,Kinga,Visionary Ventures
2023-09-20 18:21:00,2023-09-20 19:42:00,Krzysiek,Visionary Ventures
2023-09-20 19:42:00,2023-09-20 20:29:00,Adam,Acme Inc.
2023-09-20 20:29:00,2023-09-20 21:19:00,Krzysiek,Visionary Ventures
2023-09-20 21:19:00,2023-09-20 22:12:00,Krzysiek,Stellar Solutions
2023-09-20 22:12:00,2023-09-20 22:34:00,Wojtek,Acme Inc.
2023-09-20 22:34:00,2023-09-20 23:15:00,Kinga,Stellar Solutions
2023-09-20 23:15:00,2023-09-21 00:16:00,Krzysiek,Acme Inc.
2023-09-21 00:16:00,2023-09-21 02:08:00,Kinga,Acme Inc.
2023-09-21 02:08:00,2023-09-21 02:32:00,Krzysiek,ABC Company
2023-09-21 02:32:00,2023-09-21 02:59:00,Adam,Visionary Ventures
2023-09-21 02:59:00,2023-09-21 03:49:00,Kinga,Visionary Ventures
2023-09-21 03:49:00,2023-09-21 05:29:00,Krzysiek,ABC Company
2023-09-21 05:29:00,2023-09-21 07:11:00,Adam,ABC Company
2023-09-21 07:11:00,2023-09-21 07:57:00,Krzysiek,XYZ Corporation
2023-09-21 07:57:00,2023-09-21 08:40:00,Kinga,ABC Company
2023-09-21 08:40:00,2023-09-21 09:01:00,Kinga,ABC Company
2023-09-21 09:01:00,2023-09-21 10:44:00,Adam,ABC Company
2023-09-21 10:44:00,2023-09-21 11:32:00,Adam,Stellar Solutions
2023-09-21 11:32:00,2023-09-21 12:26:00,Krzysiek,Stellar Solutions
2023-09-21 12:26:00,2023-09-21 13:43:00,Wojtek,Visionary Ventures
2023-09-21 13:43:00,2023-09-21 15:10:00,Kinga,Stellar Solutions
2023-09-21 15:10:00,2023-09-21 16:54:00,Kinga,Stellar Solutions
2023-09-21 16:54:00,2023-09-21 18:31:00,Adam,Acme Inc.
2023-09-21 18:31:00,2023-09-21 19:21:00,Kinga,Stellar Solutions
2023-09-21 19:21:00,2023-09-21 20:39:00,Kinga,Stellar Solutions
2023-09-21 20:39:00,2023-09-21 22:29:00,Adam,Visionary Ventures
2023-09-21 22:29:00,2023-09-21 23:02:00,Krzysiek,Acme Inc.
2023-09-21 23:02:00,2023-09-21 23:24:00,Krzysiek,ABC Company
2023-09-21 23:24:00,2023-09-22 00:39:00,Wojtek,Visionary Ventures
2023-09-22 00:39:00,2023-09-22 01:34:00,Kinga,Visionary Ventures
2023-09-22 01:34:00,2023-09-22 02:19:00,Kinga,Visionary Ventures
2023-09-22 02:19:00,2023-09-22 02:41:00,Krzysiek,Stellar Solutions
2023-09-22 02:41:00,2023-09-22 03:33:00,Wojtek,Stellar Solutions
2023-09-22 03:33:00,2023-09-22 04:30:00,Krzysiek,Acme Inc.
2023-09-22 04:30:00,2023-09-22 05:00:00,Kinga,Acme Inc.
2023-09-22 05:00:00,2023-09-22 06:14:00,Kinga,Acme Inc.
2023-09-22 06:14:00,2023-09-22 06:37:00,Wojtek,Acme Inc.
2023-09-22 06:37:00,2023-09-22 08:20:00,Krzysiek,Visionary Ventures
2023-09-22 08:20:00,2023-09-22 09:07:00,Krzysiek,Stellar Solutions
2023-09-22 09:07:00,2023-09-22 10:00:00,Krzysiek,Stellar Solutions
2023-09-22 10:00:00,2023-09-22 11:25:00,Adam,XYZ Corporation
2023-09-22 11:25:00,2023-09-22 13:25:00,Wojtek,Stellar Solutions
2023-09-22 13:25:00,2023-09-22 14:36:00,Krzysiek,ABC Company
2023-09-22 14:36:00,2023-09-22 15:58:00,Wojtek,Acme Inc.
2023-09-22 15:58:00,2023-09-22 16:13:00,Adam,Stellar Solutions
2023-09-22 16:13:00,2023-09-22 17:08:00,Kinga,Stellar Solutions
2023-09-22 17:08:00,2023-09-22 17:33:00,Adam,Visionary Ventures
2023-09-22 17:33:00,2023-09-22 18:19:00,Wojtek,Stellar Solutions
2023-09-22 18:19:00,2023-09-22 20:00:00,Kinga,Acme Inc.
2023-09-22 20:00:00,2023-09-22 20:37:00,Kinga,Acme Inc.
2023-09-22 20:37:00,2023-09-22 22:30:00,Adam,ABC Company
2023-09-22 22:30:00,2023-09-23 00:21:00,Wojtek,Acme Inc.
2023-09-23 00:21:00,2023-09-23 02:03:00,Kinga,Acme Inc.
2023-09-23 02:03:00,2023-09-23 03:08:00,Kinga,XYZ Corporation
2023-09-23 03:08:00,2023-09-23 05:06:00,Krzysiek,Visionary Ventures
2023-09-23 05:06:00,2023-09-23 06:51:00,Kinga,ABC Company
2023-09-23 06:51:00,2023-09-23 08:47:00,Kinga,Stellar Solutions
2023-09-23 08:47:00,2023-09-23 09:41:00,Krzysiek,XYZ Corporation
2023-09-23 09:41:00,2023-09-23 10:21:00,Adam,Visionary Ventures
2023-09-23 10:21:00,2023-09-23 10:43:00,Wojtek,Stellar Solutions
2023-09-23 10:43:00,2023-09-23 11:08:00,Adam,Visionary Ventures
2023-09-23 11:08:00,2023-09-23 11:55:00,Krzysiek,Acme Inc.
2023-09-23 11:55:00,2023-09-23 12:35:00,Adam,Acme Inc.
2023-09-23 12:35:00,2023-09-23 14:25:00,Krzysiek,Visionary Ventures
2023-09-23 14:25:00,2023-09-23 15:49:00,Krzysiek,Stellar Solutions
2023-09-23 15:49:00,2023-09-23 16:31:00,Adam,ABC Company
2023-09-23 16:31:00,2023-09-23 17:55:00,Krzysiek,XYZ Corporation
2023-09-23 17:55:00,2023-09-23 19:28:00,Adam,ABC Company
2023-09-23 19:28:00,2023-09-23 20:46:00,Kinga,XYZ Corporation
2023-09-23 20:46:00,2023-09-23 21:13:00,Adam,Visionary Ventures
2023-09-23 21:13:00,2023-09-23 21:55:00,Adam,Visionary Ventures
2023-09-23 21:55:00,2023-09-23 23:18:00,Kinga,ABC Company
2023-09-23 23:18:00,2023-09-24 01:02:00,Kinga,Visionary Ventures
2023-09-24 01:02:00,2023-09-24 02:40:00,Kinga,Visionary Ventures
2023-09-24 02:40:00,2023-09-24 03:44:00,Kinga,Stellar Solutions
2023-09-24 03:44:00,2023-09-24 05:16:00,Krzysiek,Visionary Ventures
2023-09-24 05:16:00,2023-09-24 07:06:00,Adam,Stellar Solutions
2023-09-24 07:06:00,2023-09-24 08:56:00,Wojtek,XYZ Corporation
2023-09-24 08:56:00,2023-09-24 10:04:00,Adam,Acme Inc.
2023-09-24 10:04:00,2023-09-24 11:52:00,Kinga,ABC Company
2023-09-24 11:52:00,2023-09-24 12:21:00,Kinga,XYZ Corporation
2023-09-24 12:21:00,2023-09-24 14:17:00,Kinga,Visionary Ventures
2023-09-24 14:17:00,2023-09-24 14:35:00,Wojtek,Acme Inc.
2023-09-24 14:35:00,2023-09-24 16:29:00,Kinga,Acme Inc.
2023-09-24 16:29:00,2023-09-24 17:49:00,Kinga,Visionary Ventures
2023-09-24 17:49:00,2023-09-24 18:21:00,Kinga,Stellar Solutions
2023-09-24 18:21:00,2023-09-24 19:28:00,Kinga,ABC Company
2023-09-24 19:28:00,2023-09-24 21:20:00,Wojtek,Visionary Ventures
2023-09-24 21:20:00,2023-09-24 22:45:00,Adam,Stellar Solutions
2023-09-24 22:45:00,2023-09-25 00:06:00,Kinga,XYZ Corporation
2023-09-25 00:06:00,2023-09-25 00:58:00,Kinga,XYZ Corporation
2023-09-25 00:58:00,2023-09-25 02:31:00,Krzysiek,Stellar Solutions
2023-09-25 02:31:00,2023-09-25 03:17:00,Adam,Visionary Ventures
2023-09-25 03:17:00,2023-09-25 04:44:00,Kinga,Visionary Ventures
2023-09-25 04:44:00,2023-09-25 05:05:00,Adam,Acme Inc.
2023-09-25 05:05:00,2023-09-25 05:51:00,Wojtek,Acme Inc.
2023-09-25 05:51:00,2023-09-25 07:12:00,Adam,ABC Company
2023-09-25 07:12:00,2023-09-25 07:59:00,Wojtek,Acme Inc.
2023-09-25 07:59:00,2023-09-25 08:53:00,Krzysiek,Acme Inc.
2023-09-25 08:53:00,2023-09-25 09:22:00,Wojtek,Visionary Ventures
2023-09-25 09:22:00,2023-09-25 09:47:00,Wojtek,ABC Company
2023-09-25 09:47:00,2023-09-25 11:17:00,Kinga,ABC Company
2023-09-25 11:17:00,2023-09-25 11:45:00,Krzysiek,XYZ Corporation
2023-09-25 11:45:00,2023-09-25 12:55:00,Wojtek,Visionary Ventures
2023-09-25 12:55:00,2023-09-25 13:29:00,Wojtek,XYZ Corporation
2023-09-25 13:29:00,2023-09-25 14:41:00,Kinga,XYZ Corporation
2023-09-25 14:41:00,2023-09-25 16:33:00,Wojtek,ABC Company
2023-09-25 16:33:00,2023-09-25 17:28:00,Wojtek,Acme Inc.
2023-09-25 17:28:00,2023-09-25 18:07:00,Krzysiek,Stellar Solutions
2023-09-25 18:07:00,2023-09-25 19:04:00,Wojtek,ABC Company
2023-09-25 19:04:00,2023-09-25 20:25:00,Wojtek,Stellar Solutions
2023-09-25 20:25:00,2023-09-25 21:39:00,Krzysiek,ABC Company
2023-09-25 21:39:00,2023-09-25 23:31:00,Wojtek,XYZ Corporation
2023-09-25 23:31:00,2023-09-26 00:19:00,Adam,Acme Inc.
2023-09-26 00:19:00,2023-09-26 01:14:00,Adam,Visionary Ventures
2023-09-26 01:14:00,2023-09-26 02:40:00,Kinga,XYZ Corporation
2023-09-26 02:40:00,2023-09-26 02:55:00,Kinga,ABC Company
2023-09-26 02:55:00,2023-09-26 04:55:00,Adam,Acme Inc.
2023-09-26 04:55:00,2023-09-26 06:21:00,Wojtek,ABC Company
2023-09-26 06:21:00,2023-09-26 08:07:00,Kinga,Stellar Solutions
2023-09-26 08:07:00,2023-09-26 09:04:00,Adam,ABC Company
2023-09-26 09:04:00,2023-09-26 10:41:00,Kinga,Visionary Ventures
2023-09-26 10:41:00,2023-09-26 12:36:00,Kinga,XYZ Corporation
2023-09-26 12:36:00,2023-09-26 13:15:00,Adam,Acme Inc.
2023-09-26 13:15:00,2023-09-26 13:41:00,Kinga,Visionary Ventures
2023-09-26 13:41:00,2023-09-26 15:23:00,Wojtek,ABC Company
2023-09-26 15:23:00,2023-09-26 15:57:00,Wojtek,XYZ Corporation
2023-09-26 15:57:00,2023-09-26 17:27:00,Krzysiek,Visionary Ventures
2023-09-26 17:27:00,2023-09-26 18:24:00,Krzysiek,Visionary Ventures
2023-09-26 18:24:00,2023-09-26 19:54:00,Krzysiek,ABC Company
2023-09-26 19:54:00,2023-09-26 20:50:00,Adam,XYZ Corporation
2023-09-26 20:50:00,2023-09-26 21:52:00,Adam,Acme Inc.
2023-09-26 21:52:00,2023-09-26 22:49:00,Adam,ABC Company
2023-09-26 22:49:00,2023-09-26 23:14:00,Kinga,Acme Inc.
2023-09-26 23:14:00,2023-09-27 00:37:00,Kinga,Visionary Ventures
2023-09-27 00:37:00,2023-09-27 00:53:00,Adam,Acme Inc.
2023-09-27 00:53:00,2023-09-27 02:48:00,Adam,Stellar Solutions
2023-09-27 02:48:00,2023-09-27 03:10:00,Kinga,Visionary Ventures
2023-09-27 03:10:00,2023-09-27 03:41:00,Krzysiek,Acme Inc.
2023-09-27 03:41:00,2023-09-27 04:47:00,Wojtek,Acme Inc.
2023-09-27 04:47:00,2023-09-27 05:16:00,Krzysiek,XYZ Corporation
2023-09-27 05:16:00,2023-09-27 07:14:00,Kinga,XYZ Corporation
2023-09-27 07:14:00,2023-09-27 07:52:00,Adam,Visionary Ventures
2023-09-27 07:52:00,2023-09-27 09:17:00,Adam,Visionary Ventures
2023-09-27 09:17:00,2023-09-27 10:11:00,Adam,Visionary Ventures
2023-09-27 10:11:00,2023-09-27 10:44:00,Wojtek,Acme Inc.
2023-09-27 10:44:00,2023-09-27 11:44:00,Adam,Stellar Solutions
2023-09-27 11:44:00,2023-09-27 13:04:00,Wojtek,ABC Company
2023-09-27 13:04:00,2023-09-27 14:09:00,Krzysiek,ABC Company
2023-09-27 14:09:00,2023-09-27 15:54:00,Krzysiek,XYZ Corporation
2023-09-27 15:54:00,2023-09-27 17:38:00,Wojtek,Stellar Solutions
2023-09-27 17:38:00,2023-09-27 19:12:00,Kinga,ABC Company
2023-09-27 19:12:00,2023-09-27 19:59:00,Krzysiek,Stellar Solutions
2023-09-27 19:59:00,2023-09-27 21:36:00,Wojtek,Stellar Solutions
2023-09-27 21:36:00,2023-09-27 23:08:00,Krzysiek,ABC Company
2023-09-27 23:08:00,2023-09-28 00:33:00,Krzysiek,Acme Inc.
2023-09-28 00:33:00,2023-09-28 01:05:00,Wojtek,XYZ Corporation
2023-09-28 01:05:00,2023-09-28 01:57:00,Krzysiek,Visionary Ventures
2023-09-28 01:57:00,2023-09-28 02:15:00,Adam,XYZ Corporation
2023-09-28 02:15:00,2023-09-28 03:45:00,Adam,XYZ Corporation
2023-09-28 03:45:00,2023-09-28 04:22:00,Kinga,ABC Company
2023-09-28 04:22:00,2023-09-28 05:23:00,Adam,Stellar Solutions
2023-09-28 05:23:00,2023-09-28 06:13:00,Adam,Acme Inc.
2023-09-28 06:13:00,2023-09-28 06:58:00,Wojtek,XYZ Corporation
2023-09-28 06:58:00,2023-09-28 07:37:00,Adam,Visionary Ventures
2023-09-28 07:37:00,2023-09-28 08:33:00,Adam,XYZ Corporation
2023-09-28 08:33:00,2023-09-28 08:56:00,Krzysiek,Acme Inc.
2023-09-28 08:56:00,2023-09-28 10:02:00,Krzysiek,Acme Inc.
2023-09-28 10:02:00,2023-09-28 10:57:00,Krzysiek,Acme Inc.
2023-09-28 10:57:00,2023-09-28 12:24:00,Krzysiek,Stellar Solutions
2023-09-28 12:24:00,2023-09-28 14:15:00,Kinga,Acme Inc.
2023-09-28 14:15:00,2023-09-28 15:45:00,Krzysiek,Stellar Solutions
2023-09-28 15:45:00,2023-09-28 17:35:00,Krzysiek,Acme Inc.
2023-09-28 17:35:00,2023-09-28 18:09:00,Adam,XYZ Corporation
2023-09-28 18:09:00,2023-09-28 19:15:00,Krzysiek,ABC Company
2023-09-28 19:15:00,2023-09-28 20:46:00,Adam,Acme Inc.
2023-09-28 20:46:00,2023-09-28 21:37:00,Adam,XYZ Corporation
2023-09-28 21:37:00,2023-09-28 22:08:00,Wojtek,Stellar Solutions
2023-09-28 22:08:00,2023-09-28 23:45:00,Wojtek,Stellar Solutions
2023-09-28 23:45:00,2023-09-29 00:33:00,Kinga,XYZ Corporation
2023-09-29 00:33:00,2023-09-29 02:13:00,Adam,ABC Company
2023-09-29 02:13:00,2023-09-29 03:11:00,Adam,Acme Inc.
2023-09-29 03:11:00,2023-09-29 04:27:00,Krzysiek,Visionary Ventures
2023-09-29 04:27:00,2023-09-29 06:12:00,Krzysiek,Stellar Solutions
2023-09-29 06:12:00,2023-09-29 06:55:00,Kinga,Visionary Ventures
2023-09-29 06:55:00,2023-09-29 07:56:00,Adam,XYZ Corporation
2023-09-29 07:56:00,2023-09-29 09:31:00,Kinga,ABC Company
2023-09-29 09:31:00,2023-09-29 11:08:00,Adam,XYZ Corporation
2023-09-29 11:08:00,2023-09-29 11:54:00,Adam,XYZ Corporation
2023-09-29 11:54:00,2023-09-29 12:35:00,Kinga,ABC Company
2023-09-29 12:35:00,2023-09-29 14:19:00,Krzysiek,XYZ Corporation
2023-09-29 14:19:00,2023-09-29 15:05:00,Kinga,Acme Inc.
2023-09-29 15:05:00,2023-09-29 16:14:00,Kinga,Visionary Ventures
2023-09-29 16:14:00,2023-09-29 16:53:00,Kinga,Stellar Solutions
2023-09-29 16:53:00,2023-09-29 18:17:00,Adam,Acme Inc.
2023-09-29 18:17:00,2023-09-29 19:27:00,Adam,XYZ Corporation
2023-09-29 19:27:00,2023-09-29 20:57:00,Krzysiek,ABC Company
2023-09-29 20:57:00,2023-09-29 22:53:00,Krzysiek,Stellar Solutions
2023-09-29 22:53:00,2023-09-30 00:10:00,Kinga,ABC Company
2023-09-30 00:10:00,2023-09-30 01:58:00,Wojtek,XYZ Corporation
2023-09-30 01:58:00,2023-09-30 03:06:00,Krzysiek,Acme Inc.
2023-09-30 03:06:00,2023-09-30 04:04:00,Krzysiek,Visionary Ventures
2023-09-30 04:04:00,2023-09-30 05:42:00,Krzysiek,Acme Inc.
2023-09-30 05:42:00,2023-09-30 06:53:00,Adam,ABC Company
2023-09-30 06:53:00,2023-09-30 07:42:00,Krzysiek,XYZ Corporation
2023-09-30 07:42:00,2023-09-30 09:22:00,Wojtek,Visionary Ventures
2023-09-30 09:22:00,2023-09-30 11:22:00,Adam,ABC Company
2023-09-30 11:22:00,2023-09-30 11:49:00,Wojtek,ABC Company
2023-09-30 11:49:00,2023-09-30 12:59:00,Krzysiek,Visionary Ventures
2023-09-30 12:59:00,2023-09-30 13:26:00,Wojtek,XYZ Corporation
2023-09-30 13:26:00,2023-09-30 14:01:00,Krzysiek,ABC Company
2023-09-30 14:01:00,2023-09-30 15:34:00,Kinga,ABC Company
2023-09-30 15:34:00,2023-09-30 16:25:00,Wojtek,XYZ Corporation
2023-09-30 16:25:00,2023-09-30 17:44:00,Wojtek,Stellar Solutions
2023-09-30 17:44:00,2023-09-30 18:08:00,Kinga,Stellar Solutions
